"","entidad","munici","ds2","ds3","ds5a","ds6","ds7","ds8","ds10","ds16","ds21","tb02","dm1b","dm1d","di1a","di1b","di1c","di1d","di1e","di1f","di1h","al1","di1g","ds9","ds14","ds22","ds23","tb06","dm4b","dm4d","di4a","di4b","di4c","di4d","di4e","di4f","di4h","al3"
"7937",0.129032258064516,0.0418181818181818,0,0.8,1,0.6,0,0.5,0,0.357142857142857,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"7947",0.129032258064516,0.0436363636363636,0,0.2,1,1,1,1,0,0.285714285714286,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"7948",0.129032258064516,0.0436363636363636,0,0.4,1,0,0,0.5,0,0,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"7952",0.129032258064516,0.0436363636363636,1,0.4,1,0,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0510204081632653,0,0.181818181818182,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"7955",0.129032258064516,0.0436363636363636,1,0.4,1,0.4,0,0.5,0,1,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0.272727272727273,0.333333333333333,1,0.142857142857143,1,1,1,1,1,1,1,1,0.142857142857143
"7961",0.129032258064516,0.0436363636363636,1,0.4,1,0.6,0,0.5,0,1,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.181818181818182,1,1,1,1,1,1,1,1,1,1,1,0.285714285714286
"7962",0.129032258064516,0.0436363636363636,0,0,1,1,1,1,1,0.714285714285714,1,0.125,0,0.125,0,0.125,0,0,0.125,0.125,0.125,0,0.125,0.0102040816326531,0.0769230769230769,1,1,0.142857142857143,1,1,0.142857142857143,1,0.142857142857143,0.142857142857143,1,1,1,0.142857142857143
"7964",0.129032258064516,0.0436363636363636,0,0.4,1,0,0,0.5,0,0,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0816326530612245,1,0.181818181818182,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"7965",0.129032258064516,0.0436363636363636,0,0.6,1,0,0,0.5,0,0.214285714285714,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.0909090909090909,0,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"7975",0.129032258064516,0.0436363636363636,0,0.2,1,1,1,1,1,0.714285714285714,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"7976",0.129032258064516,0.0436363636363636,0,0.2,1,1,1,0.5,1,1,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0714285714285714,0.461538461538462,1,1,0.142857142857143,1,1,0.285714285714286,1,1,1,1,1,1,1
"7977",0.129032258064516,0.0436363636363636,1,0.8,1,1,0,0.5,1,0.857142857142857,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0,0,0.0909090909090909,0,1,1,1,1,1,1,1,1,1,1,1
"7982",0.129032258064516,0.0436363636363636,1,0,1,1,0.8,0.5,1,0.785714285714286,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,0,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"7983",0.129032258064516,0.0436363636363636,1,0.6,1,0.4,1,0,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,1,0,0.333333333333333,0.428571428571429,1,1,1,1,1,1,1,1,1,0.428571428571429
"7984",0.129032258064516,0.0436363636363636,1,0.4,1,0.2,0,0.5,0,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,0.272727272727273,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"7988",0.129032258064516,0.0436363636363636,0,1,1,0,0,0.5,1,0.857142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,0.153846153846154,0,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"7990",0.129032258064516,0.0436363636363636,1,1,1,0.4,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0204081632653061,0,0.272727272727273,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,1
"7997",0.129032258064516,0.0436363636363636,0,0.2,1,1,0,0.5,0,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"7998",0.129032258064516,0.0436363636363636,1,0.6,1,0.6,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.181818181818182,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.428571428571429
"8002",0.129032258064516,0.0436363636363636,0,0.2,1,1,0,0.5,0,0.285714285714286,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8006",0.129032258064516,0.0436363636363636,0,1,0,0.6,0.6,0.5,0,0.357142857142857,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,1,0,1,1,1,1,1,1,1,1,1,0.857142857142857
"8009",0.129032258064516,0.0436363636363636,0,0,1,1,0,1,0,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8010",0.129032258064516,0.0436363636363636,0,0.4,1,0,0,0.5,0,0.357142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8011",0.129032258064516,0.0436363636363636,1,0,1,1,1,0.5,1,0.714285714285714,1,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0204081632653061,1,1,1,1,1,1,1,1,1,1,0.142857142857143,1,1,0.142857142857143
"8013",0.129032258064516,0.0436363636363636,0,0.2,1,0.2,1,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8016",0.129032258064516,0.0436363636363636,0,0.6,1,0.2,1,0.5,0,0.428571428571429,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8017",0.129032258064516,0.0436363636363636,0,0,1,1,0,0.5,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8019",0.129032258064516,0.0436363636363636,0,0.4,1,0,1,0.5,0,1,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.272727272727273,0,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8020",0.129032258064516,0.0436363636363636,0,0,1,1,1,0.5,0,1,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0204081632653061,1,1,1,1,1,1,0.142857142857143,1,1,1,0.142857142857143,1,1,0.142857142857143
"8024",0.129032258064516,0.0436363636363636,0,0.4,1,1,1,0.5,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8026",0.129032258064516,0.0436363636363636,0,0.2,1,1,1,0.5,0,1,1,0.125,0,0.125,0,0,0.125,0.125,0,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,0.142857142857143,1,1,0.142857142857143,0.142857142857143,1,1,0.142857142857143,1,1,0.142857142857143
"8028",0.129032258064516,0.0436363636363636,0,0.4,1,0,0,0.5,0,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0306122448979592,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"8030",0.129032258064516,0.0436363636363636,0,0,1,1,0,1,1,0.714285714285714,1,0.125,0.125,0.125,0,0,0,0,0,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,0.142857142857143,1,1,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,1,1,0.142857142857143
"8031",0.129032258064516,0.0436363636363636,0,0.2,1,0.2,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0.272727272727273,0.333333333333333,0.142857142857143,1,1,0.285714285714286,0.285714285714286,1,1,1,1,1,0.142857142857143
"8033",0.129032258064516,0.0436363636363636,1,0.6,0,0,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.428571428571429
"8034",0.129032258064516,0.0436363636363636,0,0.4,1,0.2,1,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,0.142857142857143,0.142857142857143,1,1,1,1,1,0.142857142857143
"8039",0.129032258064516,0.0436363636363636,0,0.6,1,0,0,0.5,0,1,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8040",0.129032258064516,0.0436363636363636,1,0,1,1,1,1,1,0.714285714285714,1,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,1,1,1,1,1,1,1,0.142857142857143,1,1,0.142857142857143
"8041",0.129032258064516,0.0436363636363636,0,0.6,1,0,0,0.5,0,0.642857142857143,0,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,0.285714285714286,1,1,1,1,1,1,0.142857142857143
"8049",0.129032258064516,0.0436363636363636,0,0.4,1,0,1,0.5,0,0.357142857142857,0,0.25,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.272727272727273,0.333333333333333,1,1,1,0,0,1,1,1,1,1,0.142857142857143
"8050",0.129032258064516,0.0436363636363636,0,0.4,1,0.2,0,0.5,0,0.428571428571429,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8052",0.129032258064516,0.0436363636363636,0,0.4,1,0,0,0.5,0,0.428571428571429,0,0.25,0,0.125,0,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0306122448979592,1,0.363636363636364,0.333333333333333,1,0.142857142857143,1,0.142857142857143,1,1,1,0.142857142857143,1,1,0.142857142857143
"8053",0.129032258064516,0.0436363636363636,0,0,1,1,0,1,1,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0306122448979592,0.0769230769230769,1,1,1,1,1,0,1,1,1,1,1,1,1
"8056",0.129032258064516,0.0436363636363636,0,0.6,1,0,0,0.5,0,0.357142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0.363636363636364,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8062",0.129032258064516,0.0436363636363636,0,0.8,1,0.4,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0,1,0.428571428571429,1,1,1,1,1,1,1,1,1,0.571428571428571
"8065",0.129032258064516,0.0436363636363636,0,0.2,1,0.2,0,0.5,0,0.357142857142857,0,0.25,0,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.272727272727273,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.285714285714286
"8072",0.129032258064516,0.0436363636363636,0,0.4,1,0.2,1,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8089",0.129032258064516,0.0490909090909091,0,0.4,1,0,0.6,0.5,0,0.428571428571429,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.181818181818182,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"8091",0.129032258064516,0.0490909090909091,1,0.8,1,0.6,0,0.5,0,0.357142857142857,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"8093",0.129032258064516,0.0490909090909091,0,0.4,1,0,0,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.363636363636364,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8094",0.129032258064516,0.0490909090909091,1,0.6,1,1,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.181818181818182,0,0.142857142857143,1,1,0.285714285714286,0.285714285714286,1,1,1,1,1,0.142857142857143
"8106",0.129032258064516,0.0490909090909091,1,0.2,1,0.4,1,0.5,0,0.357142857142857,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0306122448979592,1,0.363636363636364,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"8110",0.129032258064516,0.0490909090909091,0,0.8,1,0.2,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.272727272727273,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8113",0.129032258064516,0.0490909090909091,1,0.6,1,0,0,0.5,0,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,0.181818181818182,0.333333333333333,0.428571428571429,1,1,1,1,1,1,1,1,1,0.428571428571429
"8114",0.129032258064516,0.0490909090909091,0,0.6,1,0.4,0,0.5,0,1,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.272727272727273,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8116",0.129032258064516,0.0490909090909091,0,0.2,1,0.2,0.6,0.5,0,0.428571428571429,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.181818181818182,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8118",0.129032258064516,0.0527272727272727,1,0.6,1,0.4,0,0.5,0,0.357142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.272727272727273,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8121",0.129032258064516,0.0527272727272727,1,1,0,0.8,0,0.5,0,0.642857142857143,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8122",0.129032258064516,0.0527272727272727,0,0.6,1,1,0.6,0.5,0,0.0714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"8123",0.129032258064516,0.0527272727272727,0,0.8,1,0,0,0.5,1,0.928571428571429,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0816326530612245,0.461538461538462,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"8126",0.129032258064516,0.0527272727272727,0,1,1,0,0,0.5,1,0.857142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,0.153846153846154,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8128",0.129032258064516,0.0527272727272727,0,0.6,0,1,0,0.5,1,1,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.923076923076923,0,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8130",0.129032258064516,0.0527272727272727,0,0.8,1,1,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,0,0,0.333333333333333,0.285714285714286,1,1,0.285714285714286,0.285714285714286,1,1,1,1,1,0.142857142857143
"8131",0.129032258064516,0.0527272727272727,0,0.6,1,0,0,0.5,0,0.214285714285714,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.363636363636364,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8132",0.129032258064516,0.0527272727272727,0,0.8,1,0,0,0.5,0,1,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8134",0.129032258064516,0.0527272727272727,0,0.6,1,0,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,0,0.333333333333333,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8136",0.129032258064516,0.0527272727272727,0,0.8,1,0,0,0.5,0,0.428571428571429,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.0909090909090909,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8143",0.129032258064516,0.0527272727272727,1,0,1,1,0.6,1,1,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0408163265306122,0.0769230769230769,1,1,1,1,1,0.142857142857143,1,1,1,0.142857142857143,1,1,0.142857142857143
"8150",0.129032258064516,0.0527272727272727,1,1,1,0,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"8157",0.129032258064516,0.0527272727272727,0,0.4,1,1,0,0.5,0,0.285714285714286,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8158",0.129032258064516,0.0527272727272727,1,0.8,1,0.4,0,0.5,0,0.0714285714285714,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0714285714285714,1,1,1,0.285714285714286,1,1,1,1,1,1,1,1,1,1
"8159",0.129032258064516,0.0527272727272727,0,0.2,1,1,0,0.5,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,0.769230769230769,1,1,0.285714285714286,1,1,1,1,1,1,1,1,1,0.142857142857143
"8161",0.129032258064516,0.0527272727272727,0,0.2,1,0,0,0.5,1,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.461538461538462,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"8163",0.129032258064516,0.0527272727272727,0,0.2,1,0.2,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0.363636363636364,0.333333333333333,0.142857142857143,1,1,1,1,0.142857142857143,1,1,1,1,0.142857142857143
"8167",0.129032258064516,0.0527272727272727,0,0.6,1,0,0,0.5,0,1,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8169",0.129032258064516,0.0527272727272727,0,1,1,0,0,0.5,1,0.857142857142857,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.230769230769231,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"8174",0.129032258064516,0.0527272727272727,0,0.8,0,0,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8176",0.129032258064516,0.0527272727272727,0,0.4,1,0,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"8188",0.129032258064516,0.0527272727272727,0,0.4,1,1,0,0.5,0,0.214285714285714,1,0.125,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,1,1,1,0.285714285714286,0.142857142857143,1,1,1,1,1,0.142857142857143
"8190",0.129032258064516,0.0527272727272727,0,0,1,1,0.6,1,0,1,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8194",0.129032258064516,0.0527272727272727,1,0,1,1,0,1,1,0.714285714285714,1,0.125,0.125,0.125,0,0,0.125,0,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,0.142857142857143,1,1,0.142857142857143,0.142857142857143,1,0.142857142857143,1,1,1,0.142857142857143
"8197",0.129032258064516,0.0527272727272727,1,0.8,1,0.8,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"8198",0.129032258064516,0.0527272727272727,1,0.6,1,0.2,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"8199",0.129032258064516,0.0527272727272727,0,0.6,0,0,0,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8201",0.129032258064516,0.0527272727272727,0,0.2,1,1,0,0.5,0,0.214285714285714,1,0,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,0.142857142857143,1,1,0.142857142857143,0.142857142857143,1,1,1,1,1,0.142857142857143
"8212",0.129032258064516,0.0527272727272727,1,0,1,1,0,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,0,1,1,1,1,1,1,1,1,1,0.142857142857143
"8215",0.129032258064516,0.0527272727272727,0,0.2,1,0.2,1,0.5,0,0.428571428571429,1,0.25,0,0.125,0,0,0,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,1,0.142857142857143,1,0.142857142857143,0.142857142857143,0.142857142857143,1,1,1,1,0.142857142857143
"8218",0.129032258064516,0.0527272727272727,0,0,1,1,0,1,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8227",0.129032258064516,0.0527272727272727,0,0.4,0,0.4,0.6,0.5,0,0.428571428571429,1,0.25,0,0.125,0,0,0.125,0.125,0,0,0.125,0,0.125,0.0306122448979592,1,1,1,1,1,1,0.142857142857143,0.142857142857143,1,1,0.285714285714286,1,1,0.142857142857143
"8229",0.129032258064516,0.0527272727272727,0,0.6,1,0,0,0.5,0,0,0,0.125,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.181818181818182,0.333333333333333,0.285714285714286,1,1,1,0.142857142857143,1,1,1,1,1,0.285714285714286
"8231",0.129032258064516,0.0527272727272727,0,0.8,0,0,0,0,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,1,0.727272727272727,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8240",0.129032258064516,0.0527272727272727,1,0.6,1,1,0.6,0.5,0,0.214285714285714,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
