"","entidad","munici","ds2","ds3","ds5a","ds6","ds7","ds8","ds10","ds16","ds21","tb02","dm1b","dm1d","di1a","di1b","di1c","di1d","di1e","di1f","di1h","al1","di1g","ds9","ds14","ds22","ds23","tb06","dm4b","dm4d","di4a","di4b","di4c","di4d","di4e","di4f","di4h","al3"
"8242",0.129032258064516,0.0527272727272727,1,1,1,0.8,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0,0,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"8244",0.129032258064516,0.0527272727272727,1,0.4,1,1,0,0.5,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8249",0.129032258064516,0.0527272727272727,0,0.2,1,1,0,1,0,0.285714285714286,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,1,1,1,1,1,1,0.285714285714286,1,1,1,1,1,1,0.142857142857143
"8255",0.129032258064516,0.0527272727272727,1,0,1,1,0,1,0,1,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8260",0.129032258064516,0.0527272727272727,1,0,0,0.2,1,0.5,1,0.785714285714286,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,0,0.0909090909090909,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8261",0.129032258064516,0.0527272727272727,0,0.2,1,1,1,0.5,0,0.357142857142857,0,0.25,0.125,0.125,0,0.125,0,0.125,0.125,0.125,0.125,0,0,0.0306122448979592,1,0,0.333333333333333,1,1,1,0.142857142857143,1,0.142857142857143,1,1,1,1,0.142857142857143
"8268",0.129032258064516,0.0527272727272727,0,0.2,1,0,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8269",0.129032258064516,0.0527272727272727,1,0.4,1,1,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.428571428571429
"8270",0.129032258064516,0.0527272727272727,1,0,1,1,0,0.5,1,0.785714285714286,1,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0408163265306122,0.0769230769230769,1,1,1,1,1,1,1,1,1,0.142857142857143,1,1,0.142857142857143
"8273",0.129032258064516,0.0527272727272727,0,0.8,1,0,0,0.5,1,0.857142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8281",0.129032258064516,0.0527272727272727,0,0.4,1,0.2,0,0.5,0,0.357142857142857,0,0.25,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.181818181818182,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"8283",0.129032258064516,0.0527272727272727,0,0.2,1,1,1,0.5,0,0.428571428571429,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"8284",0.129032258064516,0.0527272727272727,0,0.6,0,0,0,0.5,0,0.428571428571429,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.363636363636364,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"8286",0.129032258064516,0.0527272727272727,0,0,1,0,0,0.5,1,0.642857142857143,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8287",0.129032258064516,0.0527272727272727,0,0.2,0,0,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,0.333333333333333,0,1,1,1,1,1,1,1,1,1,0
"8289",0.129032258064516,0.0527272727272727,0,0.2,0,0.2,0,0.5,0,0,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.181818181818182,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8290",0.129032258064516,0.0527272727272727,0,0.2,1,0.4,0.6,0.5,0,0.357142857142857,0,0.25,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,0.333333333333333,1,1,1,0.142857142857143,0.142857142857143,1,1,1,1,1,0.142857142857143
"8291",0.129032258064516,0.0527272727272727,1,0.6,1,0.2,1,0.5,1,1,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"8294",0.129032258064516,0.0527272727272727,0,0.4,1,0.4,0.8,0.5,0,0.357142857142857,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0102040816326531,1,0,0.333333333333333,0.142857142857143,1,1,0.142857142857143,1,1,1,0.285714285714286,1,1,0.142857142857143
"8296",0.129032258064516,0.0527272727272727,0,0.8,1,0,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8297",0.129032258064516,0.0527272727272727,0,0.2,1,1,0,0.5,0,0.214285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0306122448979592,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8300",0.129032258064516,0.0527272727272727,0,0.6,1,0,0,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0510204081632653,1,0.272727272727273,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"8302",0.129032258064516,0.0527272727272727,1,0.4,1,0,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,0.181818181818182,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"8305",0.129032258064516,0.0527272727272727,1,0.6,1,1,0,0.5,0,0.357142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"8311",0.129032258064516,0.0527272727272727,1,0.4,0,1,1,0.5,0,0.0714285714285714,1,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"8312",0.129032258064516,0.0527272727272727,1,0.6,1,0.2,0,0.5,0,0.214285714285714,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8314",0.129032258064516,0.0527272727272727,1,0.2,1,1,1,0.5,1,0.285714285714286,1,0.25,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,0.769230769230769,1,1,1,1,0.142857142857143,1,1,1,1,1,1,1,0.285714285714286
"8315",0.129032258064516,0.0527272727272727,1,0.4,0,0,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,0,0.0909090909090909,0.333333333333333,1,0.428571428571429,1,1,1,1,1,1,1,1,0.142857142857143
"8317",0.129032258064516,0.0527272727272727,0,0.2,0,1,0,0.5,0,0,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8318",0.129032258064516,0.0527272727272727,0,0.4,1,1,0,0.5,0,0.142857142857143,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,1,1,1,0.285714285714286,1,1,1,1,1,1,0.142857142857143
"8320",0.129032258064516,0.0527272727272727,1,0.6,1,0,0,0.5,0,0.214285714285714,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0510204081632653,1,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"8321",0.129032258064516,0.0527272727272727,0,0.4,1,0,0,0.5,0,0.214285714285714,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8322",0.129032258064516,0.0527272727272727,1,0.4,1,0,0,0.5,1,0.785714285714286,0,0.25,0.125,0.125,0,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.0816326530612245,0,0.0909090909090909,0.333333333333333,1,1,1,0.285714285714286,1,1,0.285714285714286,1,1,1,0.142857142857143
"8323",0.129032258064516,0.0527272727272727,1,0,1,1,0,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8326",0.129032258064516,0.0527272727272727,0,0.2,1,1,0,0.5,0,0.428571428571429,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8328",0.129032258064516,0.0527272727272727,0,0.2,0,0,1,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.0909090909090909,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"8329",0.129032258064516,0.0527272727272727,1,0.4,1,0.4,0.6,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.461538461538462,0.272727272727273,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8331",0.129032258064516,0.0527272727272727,0,0,1,1,1,1,0,1,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0408163265306122,1,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,0.142857142857143,1,1,0.142857142857143
"8334",0.129032258064516,0.0527272727272727,1,0.2,1,0,0,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8337",0.129032258064516,0.0527272727272727,1,0.4,1,0,0.6,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,0.363636363636364,0.333333333333333,0.142857142857143,1,1,0.142857142857143,0.428571428571429,1,1,1,1,1,0.142857142857143
"8340",0.129032258064516,0.0527272727272727,1,0.4,1,1,0,0.5,0,0.357142857142857,1,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0408163265306122,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8343",0.129032258064516,0.0527272727272727,1,0.2,1,1,0,0.5,0,0.0714285714285714,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8345",0.129032258064516,0.0527272727272727,0,0.8,1,0,0,0.5,0,0.357142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0204081632653061,1,0.181818181818182,1,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"8350",0.129032258064516,0.0527272727272727,1,0.4,1,0.4,1,0.5,0,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8355",0.129032258064516,0.0527272727272727,0,0.4,1,0,0.6,0.5,0,0.214285714285714,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"8359",0.129032258064516,0.0527272727272727,0,0.4,1,0,0,0.5,0,0.214285714285714,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0.363636363636364,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8362",0.129032258064516,0.0527272727272727,1,0,1,1,1,0.5,1,0.785714285714286,1,0.125,1,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0204081632653061,0,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"8365",0.129032258064516,0.0527272727272727,0,0,1,1,0,0.5,1,0.357142857142857,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.538461538461538,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8368",0.129032258064516,0.0527272727272727,0,0,1,1,1,0.5,1,0.428571428571429,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0.0306122448979592,0.461538461538462,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8370",0.129032258064516,0.0527272727272727,1,0,1,1,1,1,0,0.714285714285714,1,0.25,0.125,0.125,0.125,0.125,0.125,1,0,0.125,0.125,0,0.125,0.0204081632653061,1,1,1,1,1,1,1,1,1,1,0.142857142857143,1,1,1
"8371",0.129032258064516,0.0527272727272727,0,0.6,1,0,0,0.5,0,0.357142857142857,0,0.25,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0.181818181818182,0.333333333333333,1,1,1,1,0.285714285714286,1,1,1,1,1,0.142857142857143
"8373",0.129032258064516,0.0527272727272727,1,0,1,1,1,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8374",0.129032258064516,0.0527272727272727,0,0,1,1,1,0.5,0,0.285714285714286,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"8383",0.129032258064516,0.0527272727272727,1,0,1,1,1,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8387",0.129032258064516,0.0527272727272727,1,0.6,1,0.4,0,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.0909090909090909,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"8389",0.129032258064516,0.0527272727272727,1,1,1,0,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.285714285714286
"8390",0.129032258064516,0.0527272727272727,0,0.4,1,0.6,0,0.5,0,0.357142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8394",0.129032258064516,0.0527272727272727,0,0.6,0,1,0,0.5,0,0.428571428571429,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0510204081632653,1,1,1,0.428571428571429,1,1,1,1,1,1,1,1,1,1
"8395",0.129032258064516,0.0527272727272727,1,1,0,0,0,0.5,0,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0306122448979592,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"8397",0.129032258064516,0.0527272727272727,0,0.8,0,0,0.6,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.142857142857143
"8405",0.129032258064516,0.0527272727272727,0,0.4,1,0,0,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8406",0.129032258064516,0.0527272727272727,0,0.8,1,0,1,0.5,0,0.0714285714285714,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0,1,0.714285714285714,1,1,1,1,1,1,1,1,1,0.571428571428571
"8407",0.129032258064516,0.0527272727272727,0,0.2,1,0.2,1,0.5,0,0.357142857142857,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8409",0.129032258064516,0.0527272727272727,1,0,1,1,0.2,1,1,0.714285714285714,1,0.25,0,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"8416",0.129032258064516,0.0527272727272727,0,0.2,1,0,0,1,0,1,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0612244897959184,1,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,1
"8419",0.129032258064516,0.0527272727272727,0,0.4,1,0,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.272727272727273,0.333333333333333,1,1,1,1,0.285714285714286,1,1,1,1,1,0.285714285714286
"8423",0.129032258064516,0.0527272727272727,1,0.6,1,0,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0,0.0909090909090909,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"8432",0.129032258064516,0.0527272727272727,0,0.6,1,0.4,0,0.5,0,1,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8435",0.129032258064516,0.0527272727272727,1,0.2,1,0.2,0,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,0,0.454545454545455,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8437",0.129032258064516,0.0527272727272727,1,0,1,1,0,1,1,0.714285714285714,1,0.25,0.125,0.125,0.125,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"8440",0.129032258064516,0.0527272727272727,1,0.6,0,0,1,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.181818181818182,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"8441",0.129032258064516,0.0527272727272727,1,0.4,1,0.4,0,0.5,0,0.285714285714286,0,0.125,0,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,0.142857142857143,0.142857142857143,1,1,1,1,1,0.142857142857143
"8442",0.129032258064516,0.0527272727272727,0,0,1,1,1,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8443",0.129032258064516,0.0527272727272727,0,0.4,1,0,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8446",0.129032258064516,0.0527272727272727,0,0.6,0,0,0.6,0.5,0,1,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8447",0.129032258064516,0.0527272727272727,0,0,1,1,1,1,1,0.714285714285714,1,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0408163265306122,0.0769230769230769,1,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"8454",0.129032258064516,0.0527272727272727,1,0.4,1,1,0,0.5,0,1,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"8455",0.129032258064516,0.0527272727272727,1,0.4,1,0.8,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,0,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.285714285714286
"8461",0.129032258064516,0.0527272727272727,1,0.6,1,0.2,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,0.0909090909090909,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"8462",0.129032258064516,0.0545454545454545,0,1,0,0.2,0,0.5,1,0.857142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8465",0.129032258064516,0.0545454545454545,0,0.6,1,0.6,0,0.5,0,0.357142857142857,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8469",0.129032258064516,0.0545454545454545,0,0.4,1,0.2,0.6,0.5,0,0.357142857142857,0,0.25,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.363636363636364,0.333333333333333,1,1,1,1,0.142857142857143,1,1,1,1,1,0.142857142857143
"8470",0.129032258064516,0.0545454545454545,0,0.6,1,1,0,0.5,0,0.357142857142857,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8474",0.129032258064516,0.0545454545454545,0,0.8,1,0.2,0,0.5,1,0.857142857142857,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.153846153846154,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8475",0.129032258064516,0.0545454545454545,0,0,1,1,0,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8476",0.129032258064516,0.0545454545454545,1,0.4,1,1,0,0.5,0,0.357142857142857,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.285714285714286,1,1,1,1,1,1,1,1,1,0.142857142857143
"8480",0.129032258064516,0.0545454545454545,0,0,1,1,0.6,1,1,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.0769230769230769,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8482",0.129032258064516,0.0545454545454545,1,0.6,1,0.6,0,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"8484",0.129032258064516,0.0545454545454545,0,0.6,1,1,0,0.5,0,1,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8485",0.129032258064516,0.0545454545454545,0,0.8,1,1,0.6,0.5,0,0.357142857142857,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.461538461538462,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8494",0.129032258064516,0.0563636363636364,0,1,1,0.8,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"8495",0.129032258064516,0.0563636363636364,0,0.4,1,0.2,0.6,0.5,0,1,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.272727272727273,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"8500",0.129032258064516,0.0563636363636364,1,0.8,1,0,1,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0204081632653061,0,0,0.333333333333333,0.714285714285714,1,1,1,1,1,1,1,1,1,1
"8501",0.129032258064516,0.0563636363636364,0,0.2,1,0,0,0.5,0,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.363636363636364,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
